0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
2832268.51852,0.0,0.0,0.0,1000000.0,2083333.33333,-3333.33333333,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2800000.0,0.0,0.0,0.0,0.0,0.0,-28935.1851852,0.0,0.0,0.0,0.0,2083333.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1635447.53086,0.0,-2000000.0,0.0,5555555.55555,0.0,-6666.66666667,0.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30864.1975309,0.0,0.0,0.0,5555555.55555,0.0,-1597916.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1724367.28395,-2083333.33333,-2777777.77778,0.0,0.0,0.0,-1680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15432.0987654,0.0,-2777777.77778,0.0,0.0,0.0,-28935.1851852,-2083333.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-2000000.0,-2083333.33333,1003333333.33,0.0,0.0,0.0,2000000.0,0.0,400000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3333333.33333,0.0,0.0,0.0,0.0,2083333.33333,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000000.0,0.0,-2777777.77778,0.0,1067500000.0,0.0,-1000000.0,0.0,0.0,0.0,200000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2777777.77778,0.0,333333333.333,0.0,0.0,0.0,0.0,0.0,-833333.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2083333.33333,5555555.55555,0.0,0.0,0.0,1535333333.33,0.0,0.0,0.0,0.0,0.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5555555.55555,0.0,0.0,0.0,666666666.667,-2083333.33333,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3333.33333333,0.0,0.0,0.0,-1000000.0,0.0,2832268.51852,0.0,0.0,0.0,-1000000.0,2083333.33333,-2800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28935.1851852,0.0,0.0,0.0,0.0,2083333.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-6666.66666667,0.0,2000000.0,0.0,0.0,0.0,1635447.53086,0.0,2000000.0,0.0,5555555.55555,0.0,-30864.1975309,0.0,0.0,0.0,5555555.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1597916.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1680000.0,0.0,0.0,0.0,0.0,0.0,1724367.28395,-2083333.33333,-2777777.77778,0.0,0.0,0.0,-15432.0987654,0.0,-2777777.77778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28935.1851852,-2083333.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-2000000.0,0.0,400000000.0,0.0,0.0,0.0,2000000.0,-2083333.33333,1003333333.33,0.0,0.0,0.0,0.0,0.0,-3333333.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2083333.33333,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
